8 0 8 | 2 5 6 7 3 4 1 0 
11 1 10 | 2 5 6 0 3 4 1 7 
10 2 8 | 2 5 6 7 3 4 1 0 
11 1 10 | 2 5 6 7 3 4 0 1 
10 2 8 | 2 5 6 7 3 4 1 0 
11 3 8 | 2 5 6 7 3 4 1 0 
12 2 10 | 2 5 6 0 3 4 1 7 
12 2 10 | 2 5 0 7 3 4 6 1 
13 3 10 | 2 5 0 7 3 4 6 1 
13 3 10 | 2 5 6 7 3 4 0 1 
13 3 10 | 2 0 5 7 3 4 6 1 
13 3 10 | 2 5 7 0 3 4 6 1 
12 4 8 | 2 5 7 1 3 4 6 0 
13 5 8 | 2 5 7 1 3 4 6 0 
14 2 12 | 2 5 0 6 3 4 1 7 
13 3 10 | 2 5 1 6 3 4 0 7 
13 3 10 | 2 5 6 0 3 4 1 7 
14 2 12 | 2 5 6 7 3 0 4 1 
13 3 10 | 2 5 6 7 3 4 0 1 
14 2 12 | 2 5 6 7 0 4 1 3 
12 4 8 | 2 5 6 7 3 4 1 0 
14 4 10 | 2 5 0 7 3 4 6 1 
14 4 10 | 2 5 0 7 3 4 6 1 
14 4 10 | 2 5 1 6 3 4 7 0 
14 4 10 | 2 4 5 7 3 0 6 1 
14 4 10 | 2 5 6 7 3 4 0 1 
14 4 10 | 2 5 1 6 3 4 0 7 
15 3 12 | 2 5 6 7 4 0 1 3 
14 4 10 | 2 5 6 7 4 1 0 3 
13 5 8 | 2 5 6 7 4 1 3 0 
15 3 12 | 0 5 6 7 2 4 1 3 
12 6 6 | 3 5 6 7 2 4 1 0 
15 3 12 | 2 5 6 7 0 3 4 1 
11 5 6 | 2 5 6 7 1 3 4 0 
14 6 8 | 2 5 6 0 1 3 4 7 
13 7 6 | 2 5 6 7 1 3 4 0 
14 6 8 | 2 5 6 7 1 3 0 4 
13 7 6 | 2 5 6 7 1 3 4 0 
14 8 6 | 2 5 6 7 1 3 4 0 
15 3 12 | 2 0 5 6 3 4 1 7 
15 5 10 | 2 4 5 7 3 6 0 1 
14 6 8 | 2 4 5 7 3 6 1 0 
15 5 10 | 2 5 1 6 3 4 0 7 
15 5 10 | 2 5 1 0 3 4 7 6 
15 5 10 | 2 0 5 7 3 4 6 1 
15 5 10 | 2 5 7 1 3 4 0 6 
14 6 8 | 2 5 7 1 3 4 6 0 
15 5 10 | 2 4 5 7 3 0 6 1 
15 5 10 | 2 5 0 7 4 1 6 3 
15 5 10 | 2 5 7 0 3 4 6 1 
15 5 10 | 2 4 5 7 0 3 6 1 
11 7 4 | 2 4 5 7 1 3 6 0 
14 8 6 | 2 4 5 0 1 3 6 7 
13 9 4 | 2 4 5 7 1 3 6 0 
14 8 6 | 2 4 5 7 1 3 0 6 
13 9 4 | 2 4 5 7 1 3 6 0 
14 10 4 | 2 4 5 7 1 3 6 0 
15 7 8 | 3 5 6 7 2 4 0 1 
14 8 6 | 3 5 6 7 2 4 1 0 
15 7 8 | 2 5 6 0 1 3 4 7 
15 7 8 | 2 5 0 7 1 3 6 4 
15 7 8 | 3 5 6 0 2 4 1 7 
14 8 6 | 3 5 6 7 2 4 1 0 
15 9 6 | 2 4 5 0 1 3 6 7 
15 9 6 | 3 5 6 7 2 4 1 0 
16 4 12 | 2 4 5 6 3 0 1 7 
15 5 10 | 2 4 5 6 3 1 0 7 
16 4 12 | 2 5 6 3 0 4 1 7 
16 4 12 | 2 5 0 6 3 4 1 7 
16 4 12 | 2 5 6 7 3 0 4 1 
16 4 12 | 0 5 6 7 2 3 4 1 
11 7 4 | 1 5 6 7 2 3 4 0 
14 8 6 | 1 5 6 0 2 3 4 7 
13 9 4 | 1 5 6 7 2 3 4 0 
14 8 6 | 1 5 6 7 2 3 0 4 
13 9 4 | 1 5 6 7 2 3 4 0 
14 10 4 | 1 5 6 7 2 3 4 0 
15 9 6 | 1 5 6 0 2 3 4 7 
15 9 6 | 1 5 0 7 2 3 6 4 
16 4 12 | 2 5 0 6 3 4 1 7 
16 4 12 | 5 0 6 7 2 4 1 3 
16 4 12 | 2 5 6 7 0 4 1 3 
16 4 12 | 0 2 5 7 3 4 6 1 
11 7 4 | 1 2 5 7 3 4 6 0 
14 8 6 | 1 2 5 0 3 4 6 7 
13 9 4 | 1 2 5 7 3 4 6 0 
14 8 6 | 1 2 5 7 3 4 0 6 
13 9 4 | 1 2 5 7 3 4 6 0 
14 10 4 | 1 2 5 7 3 4 6 0 
15 5 10 | 3 2 5 7 0 4 6 1 
11 7 4 | 3 2 5 7 1 4 6 0 
14 8 6 | 3 2 5 0 1 4 6 7 
13 9 4 | 3 2 5 7 1 4 6 0 
14 8 6 | 3 2 5 7 1 4 0 6 
13 9 4 | 3 2 5 7 1 4 6 0 
14 10 4 | 3 2 5 7 1 4 6 0 
15 5 10 | 2 0 5 7 3 4 6 1 
15 9 6 | 1 2 5 0 3 4 6 7 
15 9 6 | 3 2 5 0 1 4 6 7 
16 4 12 | 2 5 1 6 3 0 4 7 
15 5 10 | 2 5 1 6 3 4 0 7 
16 4 12 | 0 5 6 7 2 4 1 3 
16 4 12 | 2 5 6 7 0 4 1 3 
16 6 10 | 2 5 1 0 3 4 7 6 
16 6 10 | 3 2 5 7 0 4 6 1 
16 6 10 | 2 0 5 7 3 4 6 1 
16 6 10 | 2 4 5 6 3 1 7 0 
16 6 10 | 2 5 7 0 3 4 6 1 
16 6 10 | 2 5 6 7 4 1 0 3 
16 6 10 | 2 4 5 7 3 0 6 1 
16 6 10 | 2 5 6 7 4 1 0 3 
16 6 10 | 2 5 7 0 4 1 6 3 
15 7 8 | 2 5 7 3 4 1 6 0 
16 6 10 | 2 0 5 7 4 1 6 3 
15 7 8 | 2 1 5 7 4 0 6 3 
16 6 10 | 0 4 5 7 2 3 6 1 
11 9 2 | 1 4 5 7 2 3 6 0 
14 10 4 | 1 4 5 0 2 3 6 7 
13 11 2 | 1 4 5 7 2 3 6 0 
14 10 4 | 1 4 5 7 2 3 0 6 
13 11 2 | 1 4 5 7 2 3 6 0 
14 12 2 | 1 4 5 7 2 3 6 0 
15 11 4 | 1 4 5 0 2 3 6 7 
16 6 10 | 2 5 1 6 3 4 7 0 
16 6 10 | 2 5 0 7 4 1 6 3 
16 6 10 | 2 5 6 0 4 1 3 7 
