8 0 8 | 1 0 3 6 5 2 7 4 
6 0 6 | 1 2 3 6 5 0 7 4 
6 0 6 | 1 2 3 6 5 0 7 4 
6 0 6 | 1 2 3 6 5 7 0 4 
6 0 6 | 1 2 3 6 5 0 7 4 
6 0 6 | 1 2 3 6 5 7 4 0 
6 0 6 | 1 2 3 0 5 7 4 6 
6 0 6 | 1 2 3 6 5 7 0 4 
6 0 6 | 1 2 3 6 5 7 4 0 
6 0 6 | 1 2 3 0 5 7 4 6 
6 0 6 | 1 2 3 6 5 7 4 0 
8 0 8 | 1 3 0 6 5 2 7 4 
6 0 6 | 1 3 6 0 5 2 7 4 
4 0 4 | 1 3 6 4 5 2 7 0 
4 0 4 | 1 3 6 4 5 2 7 0 
6 0 6 | 1 3 6 0 5 2 7 4 
6 0 6 | 1 3 6 4 5 2 0 7 
4 0 4 | 1 3 6 4 5 2 7 0 
6 0 6 | 1 3 6 0 5 2 7 4 
6 0 6 | 1 3 0 4 5 2 6 7 
6 0 6 | 1 3 0 4 5 2 6 7 
6 0 6 | 1 0 3 4 5 2 6 7 
4 0 4 | 1 2 3 4 5 0 6 7 
2 0 2 | 1 2 3 4 5 6 0 7 
0 0 0 | 1 2 3 4 5 6 7 0 
