14 0 14 | 7 6 4 5 3 2 1 0 
17 1 16 | 7 6 4 0 3 2 1 5 
16 2 14 | 7 6 4 5 3 2 1 0 
17 1 16 | 7 6 4 5 3 2 0 1 
16 2 14 | 7 6 4 5 3 2 1 0 
17 3 14 | 7 6 4 5 3 2 1 0 
18 2 16 | 7 6 0 4 3 2 1 5 
17 3 14 | 7 6 1 4 3 2 0 5 
16 4 12 | 7 6 1 4 3 2 5 0 
18 2 16 | 7 6 4 0 3 2 1 5 
18 2 16 | 7 6 0 5 3 2 4 1 
17 3 14 | 7 6 5 0 3 2 4 1 
16 4 12 | 7 6 5 1 3 2 4 0 
17 5 12 | 7 6 5 1 3 2 4 0 
18 4 14 | 7 6 1 4 3 2 0 5 
19 3 16 | 0 6 4 5 3 2 1 7 
17 5 12 | 5 6 4 0 3 2 1 7 
18 4 14 | 3 6 4 5 0 2 1 7 
17 5 12 | 3 6 4 5 2 0 1 7 
16 6 10 | 3 6 4 5 2 1 0 7 
17 7 10 | 3 6 4 0 5 2 1 7 
17 7 10 | 3 6 0 5 2 1 4 7 
16 8 8 | 3 6 5 0 2 1 4 7 
15 9 6 | 3 6 5 7 2 1 4 0 
16 10 6 | 3 6 5 7 2 1 4 0 
17 7 10 | 3 6 4 5 2 1 7 0 
18 6 12 | 5 6 4 7 3 2 1 0 
18 6 12 | 5 6 0 4 3 2 1 7 
17 7 10 | 5 6 1 4 3 2 0 7 
16 8 8 | 5 6 1 4 3 2 7 0 
18 6 12 | 3 0 4 5 2 6 1 7 
17 7 10 | 3 4 0 5 2 6 1 7 
16 8 8 | 3 4 1 5 2 6 0 7 
16 8 8 | 3 4 5 0 2 6 1 7 
15 9 6 | 3 4 5 7 2 6 1 0 
16 10 6 | 3 4 5 7 2 6 1 0 
17 9 8 | 3 4 1 5 2 6 0 7 
17 9 8 | 3 4 1 5 2 0 6 7 
17 9 8 | 3 4 1 5 2 6 7 0 
18 8 10 | 3 0 6 5 2 1 4 7 
17 9 8 | 3 1 6 5 2 0 4 7 
16 10 6 | 3 1 6 5 2 4 0 7 
17 11 6 | 3 1 0 5 2 4 6 7 
16 12 4 | 3 1 5 0 2 4 6 7 
